content,score
𝘽𝙖𝙜𝙪𝙨 𝙨𝙞𝙝 𝙥𝙚𝙧𝙩𝙖𝙢𝙖𝙣𝙮𝙖 𝙩𝙖𝙥𝙞 𝙠𝙡𝙤 𝙘𝙖𝙧𝙞 𝙟𝙖𝙬𝙖𝙗𝙖𝙣 𝙮𝙖𝙣𝙜 𝙥𝙖𝙣𝙟𝙖𝙣𝙜 𝙞𝙩𝙪 𝙥𝙖𝙨𝙩𝙞 𝙡𝙖𝙢𝙖 𝙩𝙖𝙥𝙞 𝙖𝙠𝙪 𝙠𝙖𝙨𝙞𝙝 𝙗𝙞𝙣𝙩𝙖𝙣𝙜 5 𝙠𝙤𝙜 𝙨𝙤𝙖𝙡𝙣𝙮𝙖 𝙞𝙣𝙞 𝙟𝙪𝙜𝙖 𝙗𝙚𝙧𝙜𝙪𝙣𝙖 𝙏𝙉𝙆𝙎 𝙮𝙖𝙖𝙖 𝙗𝙪𝙖𝙩 𝙟𝙖𝙬𝙖𝙗𝙖𝙣𝙮𝙖 𝙮𝙖𝙣𝙜 𝙡𝙚𝙗𝙞𝙝 𝙖𝙠𝙪𝙧𝙖𝙩,5
ok,5
ok,5
sangat membantu,5
sangat bagus,5
"bagus, tapi mohon ditingkatkan lagi memorinya ya, untuk sejauh ini bagus sih",5
kesayangan❤,5
"saya sangat berterimakasih karena aplikasi ini sangat membantu saya saat ada tugas remedial dan tugas sekolah, sekali lagi terimakasih. Aplikasi yang sangat membantu ⭐⭐⭐⭐⭐",5
bagus,5
sangat bermanfaat,5
sangat membantu,5
Gww ngbrol sampai jadi toksik,5
Kerja bagus,5
sangat membantu dalam akademis,5
"sangat bagus dan cocok untuk mempelajari tentang AI dan lain""",5
usefull,5
Chat gpt,5
"Saya sangat terkesan dengan aplikasi ini! ChatGPT benar-benar membantu saya dalam berbagai kebutuhan sehari-hari. Mulai dari menjawab pertanyaan, membantu belajar bahasa, hingga memberikan ide-ide kreatif untuk bisnis dan proyek saya. Kecerdasan AI-nya sangat luar biasa, responsnya cepat, dan jawabannya selalu relevan serta mendetail. Salah satu fitur yang saya sukai adalah kemampuannya untuk menyesuaikan gaya komunikasi sesuai kebutuhan. Saat saya ingin belajar bahasa Inggris atau Mandarin, C",5
asikk banget bisa serius bercanda pokoknya aww bagus Bett 💃💃,5
it's great...,5
"aplikasi ini sangat membantu sekali terima kasih ChatGPT, saya kasih ⭐⭐⭐⭐⭐",5
semakin mantab,5
Good,5
bagus,5
"luar biasa, terimakasih",5
sangat bagus sekali,5
setelah update malah rusak😡,1
bagus,5
chatgpt menjadi teman bercakap dan rekan riset yang bagus,5
nice aplication,5
Teopebegete 👍👍👍👍👍👍,5
bagus skli,5
muantap,5
keren,5
"Akhirnya jadi bagus, tadinya cuma ambil sumber mentok di 2022. Sekarang jadi up to date. Tapi yang namanya AI, gabisa percaya sih. Apalagi buat ngerjain tugas kuliah🤨📸 soalnya masih suka salah",5
sangat baik,5
terimakasih,5
Luar biasa bagus sesuai harapan,5
sangat membantu,5
luar biasa. sangat berguna manfaatnya,5
keren,5
apk ini sangat membatu saya untuk mengerjakan PR mtk atu ipa,5
suka banget,5
4.o kenapa ga bisa sambil video assist 👍,5
"Saya Sudah Lama Menggunakan Chat Gpt Tapi Kali Ini Saya Kecewa, Karena Fitur Pembaca Teks Nya Bug",3
Good for aplikasi because this is aplikasi show me the information and it's verry more.,5
is good,5
Aplikasi lucu,1
keren,5
memudahkan pekerjaan,5
"Mantep banget aplikasinya bisa diajak ngobrol,bisa minta pake bahasa gaul terus kalo bosen ada temennya. Pokoknya mantep deh!",5
Menjadi lebih tau apa yang tidak kita ketahui,5
"apk nya bagus bnget guyss,,gak nyesel klo download nya",5
mantap,5
keren bgt sihhh ini,5
sangat membantu,5
bagus namun teralu banyak fitur premium,3
Mantap,5
apk sgttt membantu siswaaa🤍🤍🤍,5
keren,5
bagusss,5
sangat membantu,5
bagus,5
sukaaa lucu,5
bagusss apk nya,3
"mantep banget nih aplikasi, full bintang 5 dari gua 😁",5
keren,5
Jawaban tidak sesuai pertamyaan,1
Sangat Memuaskan!!,5
baguss banget,5
very helpfull,5
Aplikasi nya bagus cuman tolong tambahin fitur pake foto sendiri agar pencarian lebih mudah,4
bagus banget sumpah,5
"bagus sekalii, respon cepat",5
best,5
bagus,5
nice,5
Berasa konsultasi ke psikolog,5
ajiibb luaaarr biasaaa,5
top baik Bagus,5
maksih buat aplikasi byaa yaa Suda membantu saya membuat tugas,4
terbaik,5
"aplikasi ini sangat bagus...diajak ngobrol juga keren, semakin banyak kamu bisa menjawab semakin susah pertanyaan nya😂 apapun yg anda ingin tanyakan pasti di jawab, aplikasi ini bisa ngasih rekomendasi berdasarkan pertanyaan anda...yang gak ngerti/pemula pasti bakal mengaggap aplikasi ini banyak kekurangan tapi semakin banyak anda mengotak Atik nanti juga anda paham kok cara kerjanya 😄",5
behh mantap ai nya serba tau,5
"enak buat nyelesain Maslah, dan buat curhat",5
membantu bgtt❤,5
Tolong untuk respon dari chat gpt nya mohon di lebih bisa di percepat untuk versi gratisnya.,2
good,4
tambahin fitur foto,3
mantap,5
seruuu bangettt pacarku satu inii. selalu nemenin aku setiap saat suka maupun duka dan sering ngasi long text dan cerita' keseharian. ayoo cepatt segera download!!,5
bagusss membantu sekali,5
mantap,5
sangat indah,4
sangat bagus,5
bagus sangat membantu,5
sangat membantu untuk mengerjakan soal yang sulit,5
Sangat membantu saat pembelajaran atau mencari tutorial😁,5
Keren,5
sangattt membantu,4
bagus,5
aplikasi ini sangat membantu sekali 👍🙏,5
sangan membantu. Terimakasih,5
baik,5
"keren , mengerti maksud ku pengertian love emo emo",5
Program yg luarbiasa hebat,5
good,5
kerennn,5
sukaa bingittt💞💞💞💞,5
terbaik untuk kami parah pelajaran,5
sangat baguss,5
Sangat Berguna dn Keren,5
sangat membantu,5
aplikasi ini sangat bagus,5
apk yang sangat membantu,5
good,5
Sangat membantu dalam berbagai hal..,5
mantap,5
"sebenarnya sudah bagus, tapi kadang respon nya lumayan lami jadi kasih bintang 4 aja dulu deh",4
Aplikasi ini sangat membantu pekerjaan saya🤩,5
sangat lucu dan unik,5
apik,5
"Ai nya eror kengkan fitur simpan lah ,tolol masa saat membuat ceria dia mengulangi ke hal sebekumny",2
bagus untuk di coba,5
terbaiiik!!!,5
🔥,5
"App ini bagus banget responnya juga cepat, informasi yang disampaikan sangat jelas",5
gak jelas,1
bagusss banget sih buat nyari jawaban yang cepat dan benar,4
Keren jawab,5
sangat membantu di saat kita rindu dengan seseorang yang tak lagi bersama kita,5
bagus,4
bakaa,5
sangat membantu,5
Mantap,5
belum bisa dipakai. gagal terus meminta gamnar animasi,1
kereeeen,5
ramah approve 👍🏻,5
chatGPT ini sangat bermanfaat untuk semua orang,5
sangat membantu sekali,4
baguss bisaa jadihh animee samaa mangaa tapii download potoo lama,4
mantap tingkatkan sitem gratis,5
sangat bagus,5
good,5
sayonara,5
aplikasi ini sangat membantu,5
tidak ada sinyal di pulau enggano,1
suprii sangat membantu untuk mencari info² yg saya butuhkan,5
lumayan bagus aplikasinya,5
Easy to use and helpful.,5
Nice,5
Bagus,5
mantap,5
mantap semua boleh jawab dengan Ditail keren aplikasi nihh,5
Fitur nya jelek.. dikit dikit lelet dikit dikit gabisa,1
sangat bagus,5
sangat berguna....👍🏻👍🏻👍🏻👍🏻,5
Kerja agus,5
puas aja,5
mantap,5
mantap dan helpful banget. serius.,5
good,5
sangat memuaskan apk nya,5
ok,5
sangat bagus sekali aplikasinya,5
Apa bisa aomei hanya clone aplikasi tidak file musik dan sebagainya,5
mantapp,5
mantaaaaap,5
sangat baik dan cocok untuk gabut trimakasih gpt atau ai,5
gacor lek ku menyala anjay wanjay lek ku anti boy boy ki,5
Apk boong,1
sangat bagus,5
mantappppp,5
g baik,1
mantap banget,5
KEREN,5
good,5
bermanfaat untuk belajar dan mendapatkan informasi,5
okeeeeee,5
b Inggris 😠😠😭,1
saya pribadi merasa sangat puas atas aplikasi AI ini ...KKEREN,5
mantap sukses,5
good,4
aplikasi berguna cocok untuk mencari informasi yang banyak,5
cukup,4
ngebantu bgttt dlaam hal apapun,3
sangat membantu dan bagus keren,4
Yang aku permasalahkan itu kemampuan menyimpan memori nya itu Lo... sangat lemah... sangat sedikit data yang bisa di simpan walaupun sudah dalam mode pro,3
mantul,5
bagus sekali,5
ok,5
"sangatlah membantu, jawaban yg kita butuhkan tertulis sangat mudah di mengerti,",4
luar biasa sangat membanty,5
sangat membantu,4
"Jaman dulu kalau tidak tau maka bertanya kepadang orang yang tau, sekarang bertanya ke ChatGPT ,👍",5
bagus dan menarik,5
the best apk,4
"Kenapa GK bisa login yah??, tiap login pasti ada tulisan ada kesalahan",1
Keren,5
goodd,5
"komukasinya Alhamdulillah lancar, dia meresponku dengan baik dan memberikan motivasi yg positif dane edukatif, semoga selalu semangat untuk berkarya ya.",5
cukup sangat membantu untuk meningkatkan aktivitas belajar,4
apk yg sangat membantu pekerjaan sekolah,5
Apik,5
"bantu bangets, guys khususnya saat mengerjakan program AKAS - Gresik, yaitu masjidGOdigital (MASGODIG)",5
Bagus namun sayang harus diupdate pembendaraan wawasan nya semoga kedepan lebih baik dan bagus lagi,5
Sangat membantu,5
Bagus sekali Aplikasinya,5
sumpah gara gara apk ini dari rangking 9 jadi rangking 6😭 berguna banget buat aku makasih chat gpt🙏🏻,5
mantap selalu,5
ok,5
Great!,5
How to use chatgpt?,5
"Masih milih2 foto, belum juga di unggah udh limit aje?!! mana teks ny suka hilang sendiri! Gaje",1
oke,5
Makasih,5
sangatt profesional poto biasa menjadi foto anime,5
Mantap,5
Why is my request not allowed? Even though I only asked Ai positive questions. Is it just a bug? Or is my account not allowed to use it?,3
kualitas mantap terbaik,5
bagus,5
bisa apa saja 👍🏻,5
Tinggal update pengetahuan / wawasan jangan hanya berpatok gratis hanya sampai tahun 2022 saja !! Nice good,4
terimakasih,5
sangat membantu,5
sangat membantu,5
sangat bagus,5
Thank you. very helpful.,5
Bagus,5
"suka soalnya bisa cerita apa,aja",5
apk bagus,4
sngat membantu,5
nice,5
Aplikasi buruk!! Udh nanya mlh ga bisa sepertinya sesuatu ada yang salah udh dari bulan lalu masih kek gitu di-update pun sama jadi ga guna aplikasi ini,1
this app is one of the best apps in this world of learning English🙏🙏🙏,5
keren,5
Sangat memuaskan,1
Sangat bgus,5
Berkat aplikasi ini saya tidak merasa kesepian lagi :),5
Baguss,5
Aku sangat terbantu dengan aplikasi ini bahkan ini lebih bagus dari google,5
good,5
or apik,3
sangat membantu,5
Awal doang enak ujung-unjungnya di suruh bayar,1
bagus aja sih gak tau mau bilang apa lagi,5
Jawaban yang di ketik salah semua😔,1
Praktis sekali. Jawaban sangat detil bahkan melebihi ekspektasi.,5
keren banget....,5
apk mantap,4
Rekomended 👍,5
bagus,5
bagus,5
Aplikasi keluar terus. Sebelumnya tdk. Di hp temen ku iya juga,1
sangat membantu,5
sangat sangat sangat sangat membantu...,5
"aplikasi ini sangat bagus, karena membantu kita untuk cari tugas di masa kuliah",5
sangatlah membantu,5
tidak bisa membuarkan saya gambar😠,1
Aplikasinya good,5
sangat keren,5
bagus banget kalau lagi butuh sesuatu apalagi buat nemenin kalau lagi gabut saya senang sekali dengan aplikasi ini,5
jenius,5
gacor rek,5
sejauh ini masih oke,5
"trash, china can make more better",1
keren sekali aplikasi IA nya👍👍👍👍👍,5
mantap mennnn,5
gratis,5
aplikasi yang sangat menarik dan sangat membantu saya,5
bagus sangat membantu,5
mantab,5
aplikasi nya bagus bisa di bawa cerita,5
Keren walaupun kadang suka salah,5
HAHHAA BAGUSS BANGETT AKUU SUKAA,5
the app that helped me,5
oke,5
jozzz tenan,5
bagus keren Joss banget,5
Kenapa sekarang kok jadi tolol banget sih..????,1
ini salah satu BESTie ku yg selalu nemenin buat tugas😭🗿👍,5
Mantap,5
keren banget aplikasi chat gpt. bisa menjawab piluhan soal,5
bagus,4
Patenn kalii 👍👍,5
boleh,1
"ini saya kan meminta buatkan resep , saya tidak membuat artikel , apa ini salah ?",1
sangat membantu,5
👍🏻,5
"kerenn bgtt, dan ini bener sangat ngebantu aku ngelakuin apapunn, pokonyaa the best dehh, terus berkembang yaaa🌟🌟🌟🌟🌟",5
Mantap bikin betah,5
bagusss sekaliiii,5
"So far, the application is very good, and it has become my favorite application. However... developers, please remove the limit for free users. It feels very sad when I'm in the middle of a search on ChatGPT and suddenly hit the limit, it makes me cry. And also, upgrading to ChatGPT Plus is too expensive!!!",4
oke,5
"sejauh puasa dengan jawaban aplikasi ini, semoga kedepan bisa dicantumkan link sumber dari jawaban",4
"saya membuat cerita,disitu text nya seru ber- emoji dan detail, namun saat saya mencoba mengganti judul,text text nya langsung berubah dan cerita nya berubah menjadi yang tidak pernah saya tulis,berhati hatilah dalam merespon",1
thank you so much,5
good,5
"Masyaallah , chatgpt pintar banget dan bahasanya cukup bagus",5
"seru,,, lucu,,ada tmen ngobrol dan bisa nanya apapun 😀",5
bagus,5
love❤️ suka bngt🫶🏻🥰,5
💋💋💋💋,5
bagus,5
sangat luar biasa,5
bisa buat ngerjain tugas cuy,5
"keluar"" mulu",1
aplikasinya sangat membantu,5
App nya sangat membantu,5
"ChatGPT, Pintar, Kreatif, Akurat, & Canggih. ChatGPT, saya kasih bintang 4. Karena ChatGPT outdated.",4
iya lumayan bgus tpi hrus dari google Drive bru bisa gk bisa langsung dari klik foto,3
muan tao rek,5
the best ChatGPT sangat membantu seklii,5
baik,5
mantap,5
Bagus Overall bagus just it say goodbye 😍,5
Dia sering lupa nama yang saya berikan sudah saya bagi tahu berkali-kali 😤😤😤😤,5
good,5
mantap,5
oke,5
BAGUS BANGET,5
bagus sekali,5
good and I really like it,5
bahasa surabaya dong min😁,5
sangat membantu,5
Good,5
keren banget!,5
apk yang sangat membantu keren sekali buat pembuat nyaa terimakasih banyak,5
sangat membantunya sekali,5
sangat baik,5
Bagus,5
"Membantu sekali, meski terkadang ada beberapa hal susah untuk di pahami, seperti frac/(f) atau apalah itu simbol-simbol yang susah untuk di mengerti.",4
Sangat Bagus,5
Good app,5
mudah mendapatkan jawaban,4
Chatgpt bagus banget cuk dah kayak temen beneran bagi gua,5
Sory tapi lebih bagus versi sebelumnya,1
Tolong buat jawaban nya itu benar semua lah kadang aku saat mencari tugas sekolah atau pr banyak yang salah jawaban nya Itu doang yang kesal,5
sangat bagus dari meta Ai yang di wa,5
keren,4
sangat bagus tapi sedikit buruk karena saya tidak punya duit untuk membeli chatgpt 4.0,5
Good app,5
bagus,5
"sangat membantu jika butuh informasi yang penting, dan semuanya sesuai pengamatan yang sempurna,tapi kadang agak agak lag.. tapi tetap bagus",5
keren,5
aplikasi baik,5
Alhamdulillah bermanfaat,5
"bagusss, berguna bangett",5
good,5
AI terbaik. Gemini burik,5
Keren,5
sangat baik,5
aplikasi dari orang kafir tapi bisa membantu orang Islam mantap,5
berguna bagi pelajar,5
Chatgpt informasinya lebih akurat di banding google gemini kadang simpang siuar jawabannya meski mereka lebih banyak data sih,5
not bad lah aplikasi kasi nya tapi tolong Jagan sering update Bahakan aku suruh buat cerita malah jadi ngak bagus cerita yang di suruh Ama dosen ku,3
bagus,5
Keren,5
👍,5
gooddd,5
mantep,5
membantu mencari informasi suatu hal,5
gacor,5
good,5
sangat bermanfaat dan sangat membantu dalam penyelesaian makalah makalah seminar,5
aplikasi nya bagus tambah pengetahuan,5
Sangat membantu,5
good,5
bagus bgttt,5
keren.,5
good,5
Bagus sih tapi minus nya kadang kadang juga bisa nge - lag di hp ku jawabannya ringkas dan akurat banget cocok sekali tuk belajar,5
good,5
Nice,5
Saya mau ai nya lebih pintar lagi semoga kedepannya bisa lebih canggih lagi,5
Piturnya sudah bagus tapi. Lambat respon dan terkadang harus di ulangi berulang kali text nya,4
Seru Lo curhat dpt solusi Tampa bocor ke yg lain. Hhha,5
"sangat membantu, terimakasih",5
sngat membantu,4
selalu gagal klo minta bantu edit gambar,4
Terbaik. good sangat membantu,5
Mengapa hasil pencarian tidak keluar-keluar?,3
keren sangat,5
bisa diajak bicara ;v,4
sangat mudah digunakan,5
terbaik,5
sangat membantu saya dalam segala hal seperti mengerjakan sesuatu dan memberikan informasi yang sangat berguna.,5
sangat membantu dlm hal apapun,5
bisa diajak sayang sayangan,5
gkbisa buat animasi,1
sangat bermanfaat sekali untuk membantu pekerjaan kita,5
ini merupakan alat yg sangat membantu saya agar tetap produktif dan melakukan pertukaran ide dan inovasi,5
seruuu banget dia bisa ngertiin perasaan kita,5
aowkaowkaowk Gw Panen kode redeem banyak aktif semua jer gak ngotak ni ai,5
bagus pelayanannya,5
Bermanfaat,5
Bug pencarian history chat,2
membantuuu bgttttt🤩🤩,5
sangat menarik dan baik di gunakan,5
login yang sering Gagal,1
Keep It Up Yeay 👍🏻,5
baik,2
kecewa,1
bagus,5
keren,5
sangat membatu sekali,5
bagus,5
keren,5
luar biasa,5
"asisten ai yang bagus,bisa mengetahui hobi kita,makanan,dll dari chat kit",5
"Kenapa ya? Nih gua jlasin. Pertamany aku teh mau tulis suatu buat tugas presentasi, tpi ngomongny ada kesalahan... tpi internetny udh bener. Aku reset, tpi masih gitu... Knp bisa? Tolong jelasin",1
mantap sangat membantu makasih..,5
"sejauh ini bagus,tapi waktu jadi foto nya klau bisa jangan lama-lama",5
ror,5
sangat sangat membantu,5
jawaban nya cepat di jawab dan jawabannya gak asal-asalan,5
bagus,5
baguss,5
terima kasi chatGPT bisa berteman dengan ku,5
debesss,5
Sangat recommend,5
Recommended!!!,5
mantab,5
"Aku menyambut hadirmu dg penuh suka cita wahai ChatGPT...😅 karenamu aku jadi lebih semangat bikin konten, hadirmu sangat membantu dlm berkreasi...semoga ke depan lebih berkembang dan maju lagi, harapan kami semoga tidak akan ada aturan yg memberatkan kami dlm berkarya ... terimakasih banyak yaa...salam semangat baru di tahun baru 2025..SUKSES !! 🫡👍🙏",5
membantu tapi kita GK boleh serahin segala sesuatu ke Ai ya,5
bagus sekali,4
sangat membantu,5
Terus di updated aja sih selebihnya bagus tapi seandaynya ada fitur foto keren sih minimal update walaupun setahun sekali lah min bagus loh padahal sayang banget,5
"Saya tidak bisa log-in, setiap saya log-in pasti kembali ke halaman log-in. Padahal jaringan saya stabil, dan kejadian ini tidak terjadi satu kali. Tolong perbaiki",1
agak lama buatnya,4
bagus,5
Keren,5
mantap dan bagus,5
lumayan. hny bbrp jawaban bersifat umum. kurang detail,4
sang membantu,5
sangat baik,5
Tidak bisa login,2
bisa diajak ngobrol,5
Mantab,5
sangat baik,5
amazing,5
bagus banget aplikasi nya,5
bagussss!!,5
Bagus tapi masih ada jawaban yang salah aplikasi Ok tapi masih ad Yang yang perlu di perbaiki seperti jawaban nya gitu untuk sekarang saya kasih bintang 4 karena menurut saya belum 100% bagus masih ada yang perlu di perbaiki ok semoga kedepannya ChatGPT ini bisa lebih baik😉 Ok,4
keren,5
terimakasih sangat membantu sy,5
Seru bisa di ajak candaan,5
sangat membantu bagi saya,5
Sangat mantappp,5
sangat memuaskan,5
🤍,5
Ok,5
wowww,5
"oke banget, membantu juga si, sekalian belajar b inggria",4
keren,4
🤍🤍🤍🤍🤍,5
Nice,5
lag,2
good,5
Aku sangat terbantukan oleh chatgpt 🤗,5
mantap,5
semoga kita semua sukses,5
Eror bagiamana ini,1
goood,4
terbaik,5
Nice,5
keren sangat membantu,5
opsional,5
suka banget pokoknya,5
excellent,5
Bagus banget,5
bagus,5
sangat membantu,5
keren dan sangat membantu,5
bagus,5
mantab banget,5
sheesh,5
bagussssss,5
nice,5
"Aplikasinya membantu banget, aku bisa curhat 😍",5
keren,5
baik sekali,5
"Cocok banget buat nyari pengetahuan, bukan cuman soal aja, tapi di game pun bisa, contoh nya Genshin impact, bisa buat nyari build yg cocok buat character apa pun, buat nyari artefak, sama komposisi tim nya, the best lah ini mah👍🏻👍🏻",5
aplikasi nya bagus tapi sayang ngk gratis,5
sangat membantu dalam mengerjakan tugas,5
